ObjectID,extendPortVlanPrevious15MinDnDiscByteCounter,extendPortVlanPrevious15MinDnDiscFrameCounter,extendPortVlanPrevious15MinDnFwdByteCounter,extendPortVlanPrevious15MinDnFwdFrameCounter,extendPortVlanPrevious15MinUpDiscByteCounter,extendPortVlanPrevious15MinUpDiscFrameCounter,extendPortVlanPrevious15MinUpFwdByteCounter,extendPortVlanPrevious15MinUpFwdFrameCounter
P247794112.C3000@R1.S1.LT6.PON6.ONT5.C14.P1,0,0,0,0,0,0,0,0
P113455552.C1000@R1.S1.LT2.PON4.ONT25.C14.P1,0,0,0,0,0,0,0,0
P281697728.C1000@R1.S1.LT7.PON11.ONT47.C14.P1,0,0,0,0,0,0,0,0
P248055744.C3000@R1.S1.LT6.PON10.ONT4.C14.P1,0,0,0,0,0,0,0,0
P147273711.C3001@R1.S1.LT3.PON8.ONT28.SERV1,0,0,5157,25,0,0,61480,105
P180956608.C1000@R1.S1.LT4.PON10.ONT23.C14.P1,0,0,0,0,0,0,0,0
P213981167.C3001@R1.S1.LT5.PON2.ONT12.SERV1,0,0,0,0,0,0,0,0
P213994479.C3001@R1.S1.LT5.PON2.ONT38.SERV1,0,0,0,0,0,0,0,0
P314651584.C1000@R1.S1.LT8.PON2.ONT26.C14.P1,0,0,0,0,0,0,0,0
P114039791.C3001@R1.S1.LT2.PON13.ONT14.SERV1,0,0,116092,205,0,0,221851,271
P113260992.C3000@R1.S1.LT2.PON1.ONT29.C14.P1,0,0,0,0,0,0,0,0
P214895552.C1000@R1.S1.LT5.PON16.ONT6.C14.P1,0,0,15335889,14427,0,0,1711174,11693
P248003008.C1000@R1.S1.LT6.PON9.ONT29.C14.P1,0,0,787812507,568607,0,0,15170097,137053
P180969920.C1000@R1.S1.LT4.PON10.ONT49.C14.P1,0,0,0,0,0,0,0,0
P147265472.C1000@R1.S1.LT3.PON8.ONT12.C14.P1,0,0,491579655,410295,0,0,108452746,249275
P214842304.C1000@R1.S1.LT5.PON15.ONT30.C14.P1,0,0,0,0,0,0,0,0
P181012928.C1000@R1.S1.LT4.PON11.ONT5.C14.P1,0,0,0,0,0,0,0,0
P113318848.C3000@R1.S1.LT2.PON2.ONT14.C14.P1,0,0,2250,30,0,0,2190,30
P114118127.C3001@R1.S1.LT2.PON14.ONT39.SERV1,0,0,5225,26,0,0,51152,91
P247740399.C3001@R1.S1.LT6.PON5.ONT28.SERV1,0,0,84235,155,0,0,186727,235
P247743424.C3000@R1.S1.LT6.PON5.ONT34.C14.P1,0,0,2250,30,0,0,2190,30
P281614272.C3000@R1.S1.LT7.PON10.ONT12.C14.P1,0,0,0,0,0,0,0,0
P181018095.C3001@R1.S1.LT4.PON11.ONT15.SERV1,0,0,0,0,0,0,0,0
P181024751.C3001@R1.S1.LT4.PON11.ONT28.SERV1,0,0,0,0,0,0,0,0
P180360640.C1000@R1.S1.LT4.PON1.ONT11.C14.P1,0,0,0,0,0,0,0,0
P180368320.C3000@R1.S1.LT4.PON1.ONT26.C14.P1,0,0,2250,30,0,0,2190,30
P247809984.C1000@R1.S1.LT6.PON6.ONT36.C14.P1,0,0,1561545716,1155339,0,0,142495198,603443
P180367296.C1000@R1.S1.LT4.PON1.ONT24.C14.P1,0,0,746716338,585046,0,0,31221669,209098
P247730112.C3000@R1.S1.LT6.PON5.ONT8.C14.P1,0,0,0,0,0,0,0,0
P281938368.C1000@R1.S1.LT7.PON15.ONT5.C14.P1,0,0,159210,514,0,0,137269,1222
P248124864.C3000@R1.S1.LT6.PON11.ONT11.C14.P1,0,0,2250,30,0,0,2190,30
P180365295.C3001@R1.S1.LT4.PON1.ONT20.SERV1,0,0,0,0,0,0,0,0
P214050799.C3001@R1.S1.LT5.PON3.ONT20.SERV1,0,0,0,0,0,0,0,0
P248185280.C1000@R1.S1.LT6.PON12.ONT1.C14.P1,0,0,74280084,61328,0,0,5010468,26690
P247727552.C1000@R1.S1.LT6.PON5.ONT3.C14.P1,0,0,386947146,423948,0,0,248181219,308164
P214902208.C3000@R1.S1.LT5.PON16.ONT19.C14.P1,0,0,2250,30,0,0,2190,30
P281627584.C3000@R1.S1.LT7.PON10.ONT38.C14.P1,0,0,0,0,0,0,0,0
P147279296.C1000@R1.S1.LT3.PON8.ONT39.C14.P1,0,0,232863003,186114,0,0,9579191,71197
P213993967.C3001@R1.S1.LT5.PON2.ONT37.SERV1,0,0,0,0,0,0,0,0
P281608640.C1000@R1.S1.LT7.PON10.ONT1.C14.P1,0,0,0,0,0,0,0,0
P147214784.C1000@R1.S1.LT3.PON7.ONT41.C14.P1,0,0,48172,413,0,0,97033,738
P214107584.C1000@R1.S1.LT5.PON4.ONT3.C14.P1,0,0,310411417,523952,0,0,478819037,429506
P147277295.C3001@R1.S1.LT3.PON8.ONT35.SERV1,0,0,5500,23,0,0,53590,91
P315444160.C3000@R1.S1.LT8.PON14.ONT38.C14.P1,0,0,0,0,0,0,0,0
P214053824.C3000@R1.S1.LT5.PON3.ONT26.C14.P1,0,0,0,0,0,0,0,0
P315362240.C1000@R1.S1.LT8.PON13.ONT6.C14.P1,0,0,0,0,0,0,0,0
P147196352.C1000@R1.S1.LT3.PON7.ONT5.C14.P1,0,0,0,0,0,0,0,0
P213982656.C1000@R1.S1.LT5.PON2.ONT15.C14.P1,0,0,0,0,0,0,0,0
P314650095.C3001@R1.S1.LT8.PON2.ONT23.SERV1,0,0,0,0,0,0,0,0
P315507648.C1000@R1.S1.LT8.PON15.ONT34.C14.P1,0,0,16650914,20333,0,0,15069158,28045
P315505088.C3000@R1.S1.LT8.PON15.ONT29.C14.P1,0,0,2250,30,0,0,2190,30
P147201472.C1000@R1.S1.LT3.PON7.ONT15.C14.P1,0,0,299338,491,0,0,78423,702
P213980655.C3001@R1.S1.LT5.PON2.ONT11.SERV1,0,0,0,0,0,0,0,0
P314652096.C1000@R1.S1.LT8.PON2.ONT27.C14.P1,0,0,0,0,0,0,0,0
P247756736.C3000@R1.S1.LT6.PON5.ONT60.C14.P1,0,0,2250,30,0,0,2190,30
P281701359.C3001@R1.S1.LT7.PON11.ONT54.SERV1,0,0,0,0,0,0,0,0
P180433856.C3000@R1.S1.LT4.PON2.ONT26.C14.P1,0,0,0,0,0,0,0,0
P213995968.C1000@R1.S1.LT5.PON2.ONT41.C14.P1,0,0,0,0,0,0,0,0
P214790592.C1000@R1.S1.LT5.PON14.ONT57.C14.P1,0,0,0,0,0,0,0,0
P214894063.C3001@R1.S1.LT5.PON16.ONT3.SERV1,0,0,0,0,0,0,0,0
P314653120.C3000@R1.S1.LT8.PON2.ONT29.C14.P1,0,0,0,0,0,0,0,0
P114107840.C1000@R1.S1.LT2.PON14.ONT19.C14.P1,0,0,0,0,0,0,0,0
P214912495.C3001@R1.S1.LT5.PON16.ONT39.SERV1,0,0,93294,165,0,0,206523,234
P214915520.C3000@R1.S1.LT5.PON16.ONT45.C14.P1,0,0,2250,30,0,0,2190,30
P281696239.C3001@R1.S1.LT7.PON11.ONT44.SERV1,0,0,0,0,0,0,0,0
P281566191.C3001@R1.S1.LT7.PON9.ONT46.SERV1,0,0,0,0,0,0,0,0
P214048704.C1000@R1.S1.LT5.PON3.ONT16.C14.P1,0,0,0,0,0,0,0,0
P180952000.C3000@R1.S1.LT4.PON10.ONT14.C14.P1,0,0,0,0,0,0,0,0
P315502528.C3000@R1.S1.LT8.PON15.ONT24.C14.P1,0,0,0,0,0,0,0,0
P248062912.C3000@R1.S1.LT6.PON10.ONT18.C14.P1,0,0,2250,30,0,0,2190,30
P113447872.C1000@R1.S1.LT2.PON4.ONT10.C14.P1,0,0,3547375,4092,0,0,512512,2250
P214115776.C3000@R1.S1.LT5.PON4.ONT19.C14.P1,0,0,2250,30,0,0,2190,30
P213975488.C1000@R1.S1.LT5.PON2.ONT1.C14.P1,0,0,0,0,0,0,0,0
P247794159.C3001@R1.S1.LT6.PON6.ONT5.SERV1,0,0,0,0,0,0,0,0
P247953391.C3001@R1.S1.LT6.PON8.ONT60.SERV1,0,0,0,0,0,0,0,0
P281569216.C3000@R1.S1.LT7.PON9.ONT52.C14.P1,0,0,2250,30,0,0,2190,30
P247822272.C1000@R1.S1.LT6.PON6.ONT60.C14.P1,0,0,14196703,18534,0,0,5789707,11482
P281568192.C1000@R1.S1.LT7.PON9.ONT50.C14.P1,0,0,0,0,0,0,0,0
P214720448.C3000@R1.S1.LT5.PON13.ONT48.C14.P1,0,0,0,0,0,0,0,0
P114108864.C3000@R1.S1.LT2.PON14.ONT21.C14.P1,0,0,0,0,0,0,0,0
P180962287.C3001@R1.S1.LT4.PON10.ONT34.SERV1,0,0,0,0,0,0,0,0
P214834624.C1000@R1.S1.LT5.PON15.ONT15.C14.P1,0,0,0,0,0,0,0,0
P180965312.C3000@R1.S1.LT4.PON10.ONT40.C14.P1,0,0,0,0,0,0,0,0
P181083119.C3001@R1.S1.LT4.PON12.ONT14.SERV1,0,0,3532,23,0,0,66529,114
P147279855.C3001@R1.S1.LT3.PON8.ONT40.SERV1,0,0,4784,27,0,0,63464,111
P214912448.C3000@R1.S1.LT5.PON16.ONT39.C14.P1,0,0,2628,31,0,0,2258,31
P247738816.C3000@R1.S1.LT6.PON5.ONT25.C14.P1,0,0,0,0,0,0,0,0
P247940079.C3001@R1.S1.LT6.PON8.ONT34.SERV1,0,0,0,0,0,0,0,0
P247943104.C3000@R1.S1.LT6.PON8.ONT40.C14.P1,0,0,2250,30,0,0,2190,30
P114037184.C3000@R1.S1.LT2.PON13.ONT9.C14.P1,0,0,38257,117,0,0,109709,133
P181013440.C1000@R1.S1.LT4.PON11.ONT6.C14.P1,0,0,0,0,0,0,0,0
P214041024.C3000@R1.S1.LT5.PON3.ONT1.C14.P1,0,0,0,0,0,0,0,0
P247806912.C1000@R1.S1.LT6.PON6.ONT30.C14.P1,0,0,0,0,0,0,0,0
P315556335.C3001@R1.S1.LT8.PON16.ONT1.SERV1,0,0,4947,22,0,0,61910,103
P113312751.C3001@R1.S1.LT2.PON2.ONT2.SERV1,0,0,67470,129,0,0,156422,201
P214054336.C3000@R1.S1.LT5.PON3.ONT27.C14.P1,0,0,0,0,0,0,0,0
P214717888.C1000@R1.S1.LT5.PON13.ONT43.C14.P1,0,0,0,0,0,0,0,0
P147063744.C3000@R1.S1.LT3.PON5.ONT2.C14.P1,0,0,0,0,0,0,0,0
P314654656.C1000@R1.S1.LT8.PON2.ONT32.C14.P1,0,0,0,0,0,0,0,0
P113320384.C3000@R1.S1.LT2.PON2.ONT17.C14.P1,0,0,0,0,0,0,0,0
P281675200.C3000@R1.S1.LT7.PON11.ONT3.C14.P1,0,0,2250,30,0,0,2190,30
P214046703.C3001@R1.S1.LT5.PON3.ONT12.SERV1,0,0,0,0,0,0,0,0
P147266543.C3001@R1.S1.LT3.PON8.ONT14.SERV1,0,0,0,0,0,0,0,0
P214704576.C1000@R1.S1.LT5.PON13.ONT17.C14.P1,0,0,0,0,0,0,0,0
P314641344.C1000@R1.S1.LT8.PON2.ONT6.C14.P1,0,0,0,0,0,0,0,0
P214067648.C3000@R1.S1.LT5.PON3.ONT53.C14.P1,0,0,0,0,0,0,0,0
P214787008.C1000@R1.S1.LT5.PON14.ONT50.C14.P1,0,0,0,0,0,0,0,0
P214052800.C3000@R1.S1.LT5.PON3.ONT24.C14.P1,0,0,0,0,0,0,0,0
P214906816.C1000@R1.S1.LT5.PON16.ONT28.C14.P1,0,0,47098628,32728,0,0,1893544,19083
P247992815.C3001@R1.S1.LT6.PON9.ONT9.SERV1,0,0,97947,174,0,0,205649,256
P113446383.C3001@R1.S1.LT2.PON4.ONT7.SERV1,0,0,4380,21,0,0,57583,97
P214783983.C3001@R1.S1.LT5.PON14.ONT44.SERV1,0,0,0,0,0,0,0,0
P114033600.C3000@R1.S1.LT2.PON13.ONT2.C14.P1,0,0,0,0,0,0,0,0
P181085120.C1000@R1.S1.LT4.PON12.ONT18.C14.P1,0,0,1322,20,0,0,798,12
P247994816.C1000@R1.S1.LT6.PON9.ONT13.C14.P1,0,0,0,0,0,0,0,0
P114043887.C3001@R1.S1.LT2.PON13.ONT22.SERV1,0,0,33341,68,0,0,129730,169
P214893504.C3000@R1.S1.LT5.PON16.ONT2.C14.P1,0,0,2250,30,0,0,2190,30
P213977024.C3000@R1.S1.LT5.PON2.ONT4.C14.P1,0,0,0,0,0,0,0,0
P214846447.C3001@R1.S1.LT5.PON15.ONT38.SERV1,0,0,0,0,0,0,0,0
P247880128.C1000@R1.S1.LT6.PON7.ONT45.C14.P1,0,0,526395984,386149,0,0,22146316,124522
P281561536.C1000@R1.S1.LT7.PON9.ONT37.C14.P1,0,0,0,0,0,0,0,0
P247941568.C1000@R1.S1.LT6.PON8.ONT37.C14.P1,0,0,157422537,114616,0,0,4699232,39396
P281620975.C3001@R1.S1.LT7.PON10.ONT25.SERV1,0,0,0,0,0,0,0,0
P147197376.C3000@R1.S1.LT3.PON7.ONT7.C14.P1,0,0,2250,30,0,0,2190,30
P180950464.C1000@R1.S1.LT4.PON10.ONT11.C14.P1,0,0,0,0,0,0,0,0
P214770671.C3001@R1.S1.LT5.PON14.ONT18.SERV1,0,0,0,0,0,0,0,0
P113450432.C3000@R1.S1.LT2.PON4.ONT15.C14.P1,0,0,2250,30,0,0,2190,30
P114046912.C3000@R1.S1.LT2.PON13.ONT28.C14.P1,0,0,2250,30,0,0,2190,30
P214833135.C3001@R1.S1.LT5.PON15.ONT12.SERV1,0,0,0,0,0,0,0,0
P281617344.C3000@R1.S1.LT7.PON10.ONT18.C14.P1,0,0,2250,30,0,0,2190,30
P180949440.C1000@R1.S1.LT4.PON10.ONT9.C14.P1,0,0,0,0,0,0,0,0
P147202496.C3000@R1.S1.LT3.PON7.ONT17.C14.P1,0,0,2250,30,0,0,2190,30
P214698944.C1000@R1.S1.LT5.PON13.ONT6.C14.P1,0,0,0,0,0,0,0,0
P147280832.C3000@R1.S1.LT3.PON8.ONT42.C14.P1,0,0,210314,1040,0,0,747842,1220
P213983727.C3001@R1.S1.LT5.PON2.ONT17.SERV1,0,0,0,0,0,0,0,0
P181025263.C3001@R1.S1.LT4.PON11.ONT29.SERV1,0,0,0,0,0,0,0,0
P180963776.C1000@R1.S1.LT4.PON10.ONT37.C14.P1,0,0,0,0,0,0,0,0
P181027264.C1000@R1.S1.LT4.PON11.ONT33.C14.P1,0,0,0,0,0,0,0,0
P147328495.C3001@R1.S1.LT3.PON9.ONT7.SERV1,0,0,0,0,0,0,0,0
P247792576.C1000@R1.S1.LT6.PON6.ONT2.C14.P1,0,0,264234921,312190,0,0,41242246,228998
P214706159.C3001@R1.S1.LT5.PON13.ONT20.SERV1,0,0,0,0,0,0,0,0
P281609711.C3001@R1.S1.LT7.PON10.ONT3.SERV1,0,0,57318,157,0,0,109724,171
P247735791.C3001@R1.S1.LT6.PON5.ONT19.SERV1,0,0,117624,207,0,0,216824,254
P314653167.C3001@R1.S1.LT8.PON2.ONT29.SERV1,0,0,0,0,0,0,0,0
P281681903.C3001@R1.S1.LT7.PON11.ONT16.SERV1,0,0,46477,91,0,0,146870,191
P181084608.C1000@R1.S1.LT4.PON12.ONT17.C14.P1,0,0,52994966,42019,0,0,2949831,18810
P247737792.C1000@R1.S1.LT6.PON5.ONT23.C14.P1,0,0,0,0,0,0,0,0
P247816128.C3000@R1.S1.LT6.PON6.ONT48.C14.P1,0,0,0,0,0,0,0,0
P248123840.C1000@R1.S1.LT6.PON11.ONT9.C14.P1,0,0,315343954,254276,0,0,16483250,115193
P281695168.C1000@R1.S1.LT7.PON11.ONT42.C14.P1,0,0,0,0,0,0,0,0
P214719471.C3001@R1.S1.LT5.PON13.ONT46.SERV1,0,0,0,0,0,0,0,0
P147264960.C1000@R1.S1.LT3.PON8.ONT11.C14.P1,0,0,266682919,203258,0,0,9144243,71242
P315384256.C3000@R1.S1.LT8.PON13.ONT49.C14.P1,0,0,0,0,0,0,0,0
P281742784.C3000@R1.S1.LT7.PON12.ONT7.C14.P1,0,0,2250,30,0,0,2190,30
P247861696.C3000@R1.S1.LT6.PON7.ONT9.C14.P1,0,0,2250,30,0,0,2190,30
P315439040.C1000@R1.S1.LT8.PON14.ONT28.C14.P1,0,0,0,0,0,0,0,0
P213976559.C3001@R1.S1.LT5.PON2.ONT3.SERV1,0,0,0,0,0,0,0,0
P247890880.C3000@R1.S1.LT6.PON7.ONT66.C14.P1,0,0,2250,30,0,0,2190,30
P214069696.C3000@R1.S1.LT5.PON3.ONT57.C14.P1,0,0,0,0,0,0,0,0
P247949248.C3000@R1.S1.LT6.PON8.ONT52.C14.P1,0,0,2168,29,0,0,2108,29
P180958144.C3000@R1.S1.LT4.PON10.ONT26.C14.P1,0,0,0,0,0,0,0,0
P247876591.C3001@R1.S1.LT6.PON7.ONT38.SERV1,0,0,58878,113,0,0,145253,176
P247993327.C3001@R1.S1.LT6.PON9.ONT10.SERV1,0,0,0,0,0,0,0,0
P281686976.C1000@R1.S1.LT7.PON11.ONT26.C14.P1,0,0,77663676,62870,0,0,4982930,26380
P248058863.C3001@R1.S1.LT6.PON10.ONT10.SERV1,0,0,39548,81,0,0,104563,134
P281573359.C3001@R1.S1.LT7.PON9.ONT60.SERV1,0,0,8005,31,0,0,46308,84
P113448943.C3001@R1.S1.LT2.PON4.ONT12.SERV1,0,0,6181,26,0,0,59159,101
P213990848.C3000@R1.S1.LT5.PON2.ONT31.C14.P1,0,0,0,0,0,0,0,0
P247742959.C3001@R1.S1.LT6.PON5.ONT33.SERV1,0,0,72320,132,0,0,189148,235
P214056384.C3000@R1.S1.LT5.PON3.ONT31.C14.P1,0,0,0,0,0,0,0,0
P281560047.C3001@R1.S1.LT7.PON9.ONT34.SERV1,0,0,114977,202,0,0,227229,272
P147273664.C3000@R1.S1.LT3.PON8.ONT28.C14.P1,0,0,2250,30,0,0,2190,30
P214894016.C3000@R1.S1.LT5.PON16.ONT3.C14.P1,0,0,0,0,0,0,0,0
P114102720.C3000@R1.S1.LT2.PON14.ONT9.C14.P1,0,0,51403,134,0,0,141271,167
P214713280.C3000@R1.S1.LT5.PON13.ONT34.C14.P1,0,0,0,0,0,0,0,0
P314642415.C3001@R1.S1.LT8.PON2.ONT8.SERV1,0,0,0,0,0,0,0,0
P214045632.C1000@R1.S1.LT5.PON3.ONT10.C14.P1,0,0,0,0,0,0,0,0
P315370479.C3001@R1.S1.LT8.PON13.ONT22.SERV1,0,0,0,0,0,0,0,0
P113445824.C1000@R1.S1.LT2.PON4.ONT6.C14.P1,0,0,1983,30,0,0,1197,18
P315373504.C3000@R1.S1.LT8.PON13.ONT28.C14.P1,0,0,0,0,0,0,0,0
P314655727.C3001@R1.S1.LT8.PON2.ONT34.SERV1,0,0,0,0,0,0,0,0
P113315823.C3001@R1.S1.LT2.PON2.ONT8.SERV1,0,0,0,0,0,0,0,0
P147073984.C3000@R1.S1.LT3.PON5.ONT22.C14.P1,0,0,0,0,0,0,0,0
P214043072.C3000@R1.S1.LT5.PON3.ONT5.C14.P1,0,0,0,0,0,0,0,0
P247815616.C3000@R1.S1.LT6.PON6.ONT47.C14.P1,0,0,0,0,0,0,0,0
P113443264.C3000@R1.S1.LT2.PON4.ONT1.C14.P1,0,0,2250,30,0,0,2190,30
P181082048.C1000@R1.S1.LT4.PON12.ONT12.C14.P1,0,0,39066973,34128,0,0,4229196,24289
P214843328.C3000@R1.S1.LT5.PON15.ONT32.C14.P1,0,0,0,0,0,0,0,0
P247954880.C1000@R1.S1.LT6.PON8.ONT63.C14.P1,0,0,661,10,0,0,399,6
P247801280.C1000@R1.S1.LT6.PON6.ONT19.C14.P1,0,0,0,0,0,0,0,0
P214058944.C1000@R1.S1.LT5.PON3.ONT36.C14.P1,0,0,0,0,0,0,0,0
P248188911.C3001@R1.S1.LT6.PON12.ONT8.SERV1,0,0,0,0,0,0,0,0
P315364800.C1000@R1.S1.LT8.PON13.ONT11.C14.P1,0,0,0,0,0,0,0,0
P113256896.C3000@R1.S1.LT2.PON1.ONT21.C14.P1,0,0,2250,30,0,0,2190,30
P181020608.C1000@R1.S1.LT4.PON11.ONT20.C14.P1,0,0,0,0,0,0,0,0
P315500992.C1000@R1.S1.LT8.PON15.ONT21.C14.P1,0,0,0,0,0,0,0,0
P180487616.C3000@R1.S1.LT4.PON3.ONT3.C14.P1,0,0,4602,41,0,0,10891,42
P214726592.C3000@R1.S1.LT5.PON13.ONT60.C14.P1,0,0,0,0,0,0,0,0
P214903744.C1000@R1.S1.LT5.PON16.ONT22.C14.P1,0,0,0,0,0,0,0,0
P248128495.C3001@R1.S1.LT6.PON11.ONT18.SERV1,0,0,5069,24,0,0,63932,108
P314647488.C1000@R1.S1.LT8.PON2.ONT18.C14.P1,0,0,0,0,0,0,0,0
P214830016.C3000@R1.S1.LT5.PON15.ONT6.C14.P1,0,0,0,0,0,0,0,0
P247991744.C1000@R1.S1.LT6.PON9.ONT7.C14.P1,0,0,108274431,80490,0,0,5631788,53095
P247802304.C3000@R1.S1.LT6.PON6.ONT21.C14.P1,0,0,2250,30,0,0,2190,30
P247988719.C3001@R1.S1.LT6.PON9.ONT1.SERV1,0,0,72486,132,0,0,173833,200
P247814592.C1000@R1.S1.LT6.PON6.ONT45.C14.P1,0,0,0,0,0,0,0,0
P213991360.C3000@R1.S1.LT5.PON2.ONT32.C14.P1,0,0,0,0,0,0,0,0
P247812591.C3001@R1.S1.LT6.PON6.ONT41.SERV1,0,0,87751,159,0,0,199775,252
P214707648.C1000@R1.S1.LT5.PON13.ONT23.C14.P1,0,0,0,0,0,0,0,0
P315383791.C3001@R1.S1.LT8.PON13.ONT48.SERV1,0,0,0,0,0,0,0,0
P113449455.C3001@R1.S1.LT2.PON4.ONT13.SERV1,0,0,3841,20,0,0,66125,109
P181010880.C3000@R1.S1.LT4.PON11.ONT1.C14.P1,0,0,0,0,0,0,0,0
P214048751.C3001@R1.S1.LT5.PON3.ONT16.SERV1,0,0,0,0,0,0,0,0
P213984192.C3000@R1.S1.LT5.PON2.ONT18.C14.P1,0,0,0,0,0,0,0,0
P147208687.C3001@R1.S1.LT3.PON7.ONT29.SERV1,0,0,70064,131,0,0,165988,218
P147274176.C3000@R1.S1.LT3.PON8.ONT29.C14.P1,0,0,2250,30,0,0,2190,30
P147092416.C1000@R1.S1.LT3.PON5.ONT58.C14.P1,0,0,0,0,0,0,0,0
P247739328.C3000@R1.S1.LT6.PON5.ONT26.C14.P1,0,0,39299,120,0,0,111295,135
P247942639.C3001@R1.S1.LT6.PON8.ONT39.SERV1,0,0,0,0,0,0,0,0
P281571776.C1000@R1.S1.LT7.PON9.ONT57.C14.P1,0,0,0,0,0,0,0,0
P315449280.C1000@R1.S1.LT8.PON14.ONT48.C14.P1,0,0,0,0,0,0,0,0
P213977071.C3001@R1.S1.LT5.PON2.ONT4.SERV1,0,0,0,0,0,0,0,0
P214769647.C3001@R1.S1.LT5.PON14.ONT16.SERV1,0,0,0,0,0,0,0,0
P114109376.C3000@R1.S1.LT2.PON14.ONT22.C14.P1,0,0,0,0,0,0,0,0
P180429760.C3000@R1.S1.LT4.PON2.ONT18.C14.P1,0,0,2250,30,0,0,2190,30
P114039744.C3000@R1.S1.LT2.PON13.ONT14.C14.P1,0,0,38257,117,0,0,109783,134
P213989871.C3001@R1.S1.LT5.PON2.ONT29.SERV1,0,0,0,0,0,0,0,0
P315443136.C3000@R1.S1.LT8.PON14.ONT36.C14.P1,0,0,0,0,0,0,0,0
P315448815.C3001@R1.S1.LT8.PON14.ONT47.SERV1,0,0,0,0,0,0,0,0
P214836207.C3001@R1.S1.LT5.PON15.ONT18.SERV1,0,0,0,0,0,0,0,0
P147260352.C3000@R1.S1.LT3.PON8.ONT2.C14.P1,0,0,2168,29,0,0,2108,29
P281744367.C3001@R1.S1.LT7.PON12.ONT10.SERV1,0,0,86718,156,0,0,184348,232
P281610735.C3001@R1.S1.LT7.PON10.ONT5.SERV1,0,0,0,0,0,0,0,0
P248124911.C3001@R1.S1.LT6.PON11.ONT11.SERV1,0,0,7312,28,0,0,48260,85
P214918639.C3001@R1.S1.LT5.PON16.ONT51.SERV1,0,0,0,0,0,0,0,0
P214777280.C3000@R1.S1.LT5.PON14.ONT31.C14.P1,0,0,0,0,0,0,0,0
P113262016.C1000@R1.S1.LT2.PON1.ONT31.C14.P1,0,0,104538325,85781,0,0,14372489,53258
P247879616.C3000@R1.S1.LT6.PON7.ONT44.C14.P1,0,0,2250,30,0,0,2190,30
P315374016.C3000@R1.S1.LT8.PON13.ONT29.C14.P1,0,0,0,0,0,0,0,0
P181024192.C1000@R1.S1.LT4.PON11.ONT27.C14.P1,0,0,0,0,0,0,0,0
P247795648.C1000@R1.S1.LT6.PON6.ONT8.C14.P1,0,0,33574,296,0,0,45003,432
P315435503.C3001@R1.S1.LT8.PON14.ONT21.SERV1,0,0,0,0,0,0,0,0
P315515840.C3000@R1.S1.LT8.PON15.ONT50.C14.P1,0,0,2250,30,0,0,2190,30
P213978560.C1000@R1.S1.LT5.PON2.ONT7.C14.P1,0,0,0,0,0,0,0,0
P247793647.C3001@R1.S1.LT6.PON6.ONT4.SERV1,0,0,90462,161,0,0,207298,239
P248129984.C1000@R1.S1.LT6.PON11.ONT21.C14.P1,0,0,417471,882,0,0,707031,1251
P314649024.C3000@R1.S1.LT8.PON2.ONT21.C14.P1,0,0,0,0,0,0,0,0
P214905327.C3001@R1.S1.LT5.PON16.ONT25.SERV1,0,0,107129,190,0,0,219606,263
P247750592.C3000@R1.S1.LT6.PON5.ONT48.C14.P1,0,0,200800,993,0,0,716128,1174
P281547200.C1000@R1.S1.LT7.PON9.ONT9.C14.P1,0,0,0,0,0,0,0,0
P247863279.C3001@R1.S1.LT6.PON7.ONT12.SERV1,0,0,0,0,0,0,0,0
P247866304.C3000@R1.S1.LT6.PON7.ONT18.C14.P1,0,0,37590,108,0,0,109629,132
P113322944.C3000@R1.S1.LT2.PON2.ONT22.C14.P1,0,0,2250,30,0,0,2190,30
P248001984.C3000@R1.S1.LT6.PON9.ONT27.C14.P1,0,0,2250,30,0,0,2190,30
P247800768.C1000@R1.S1.LT6.PON6.ONT18.C14.P1,0,0,95101085,72161,0,0,4038808,34175
P113451968.C1000@R1.S1.LT2.PON4.ONT18.C14.P1,0,0,0,0,0,0,0,0
P281559023.C3001@R1.S1.LT7.PON9.ONT32.SERV1,0,0,0,0,0,0,0,0
P281745856.C3000@R1.S1.LT7.PON12.ONT13.C14.P1,0,0,2100,28,0,0,2044,28
P248057792.C1000@R1.S1.LT6.PON10.ONT8.C14.P1,0,0,30479842,28436,0,0,2245673,20445
P281674735.C3001@R1.S1.LT7.PON11.ONT2.SERV1,0,0,74730,138,0,0,167886,209
P281570287.C3001@R1.S1.LT7.PON9.ONT54.SERV1,0,0,6175,26,0,0,48752,86
P281573312.C3000@R1.S1.LT7.PON9.ONT60.C14.P1,0,0,2100,28,0,0,2044,28
P213990895.C3001@R1.S1.LT5.PON2.ONT31.SERV1,0,0,0,0,0,0,0,0
P213993920.C3000@R1.S1.LT5.PON2.ONT37.C14.P1,0,0,0,0,0,0,0,0
P281572288.C1000@R1.S1.LT7.PON9.ONT58.C14.P1,0,0,661,10,0,0,399,6
P114045888.C3000@R1.S1.LT2.PON13.ONT26.C14.P1,0,0,2250,30,0,0,2190,30
P114112960.C3000@R1.S1.LT2.PON14.ONT29.C14.P1,0,0,198543,983,0,0,707026,1157
P214902255.C3001@R1.S1.LT5.PON16.ONT19.SERV1,0,0,113491,198,0,0,205482,240
P281692096.C1000@R1.S1.LT7.PON11.ONT36.C14.P1,0,0,16467904,36283,0,0,4069042,20173
P248055791.C3001@R1.S1.LT6.PON10.ONT4.SERV1,0,0,0,0,0,0,0,0
