Object ID,extendPortVlanCurrent1DayDnDiscByteCounter,extendPortVlanCurrent1DayDnFwdByteCounter,extendPortVlanCurrent1DayUpDiscByteCounter,extendPortVlanCurrent1DayUpFwdByteCounter
P47076303.C3001@R1.S1.LT1.PON8.ONT21.SERV1,0,2022560,0,4683538
P47226831.C3001@R1.S1.LT1.PON9.ONT40.SERV1,0,2101614,0,4811032
P46180224.C3000@R1.S1.LT1.PON1.ONT42.C14.P1,0,63450,0,64218
P46162816.C3000@R1.S1.LT1.PON1.ONT25.C14.P1,0,64206,0,78872
P46272384.C3000@R1.S1.LT1.PON2.ONT4.C14.P1,0,39450,0,38398
P47506304.C1000@R1.S1.LT1.PON11.ONT57.C14.P1,0,277508,0,1031614
P46318464.C1000@R1.S1.LT1.PON2.ONT49.C14.P1,0,220119888,0,153634345
P46173135.C3001@R1.S1.LT1.PON1.ONT35.SERV1,0,0,0,0
P47193984.C3000@R1.S1.LT1.PON9.ONT8.C14.P1,0,0,0,0
P46452608.C3000@R1.S1.LT1.PON3.ONT52.C14.P1,0,63664,0,64322
P47380352.C1000@R1.S1.LT1.PON10.ONT62.C14.P1,0,5736956044,0,422283279
P48019328.C3000@R1.S1.LT1.PON15.ONT46.C14.P1,0,0,0,0
P47883136.C3000@R1.S1.LT1.PON14.ONT41.C14.P1,0,58606,0,84388
P47977344.C3000@R1.S1.LT1.PON15.ONT5.C14.P1,0,63692,0,78638
P47499215.C3001@R1.S1.LT1.PON11.ONT50.SERV1,0,2115744,0,4831784
P47605711.C3001@R1.S1.LT1.PON12.ONT26.SERV1,0,1995222,0,4724604
P46161792.C1000@R1.S1.LT1.PON1.ONT24.C14.P1,0,0,0,0
P46932943.C3001@R1.S1.LT1.PON7.ONT9.SERV1,0,2037561,0,4648375
P46305231.C3001@R1.S1.LT1.PON2.ONT36.SERV1,0,2184826,0,5053623
P46695296.C3000@R1.S1.LT1.PON5.ONT33.C14.P1,0,0,0,0
P46981071.C3001@R1.S1.LT1.PON7.ONT56.SERV1,0,181507,0,1513130
P48006016.C3000@R1.S1.LT1.PON15.ONT33.C14.P1,0,64128,0,62118
P47232896.C1000@R1.S1.LT1.PON9.ONT46.C14.P1,0,21813,0,13167
P47239040.C1000@R1.S1.LT1.PON9.ONT52.C14.P1,0,7727000727,0,654507585
P47611776.C1000@R1.S1.LT1.PON12.ONT32.C14.P1,0,759884982,0,62020171
P47772544.C1000@R1.S1.LT1.PON13.ONT61.C14.P1,0,240378710,0,34722109
P46573440.C1000@R1.S1.LT1.PON4.ONT42.C14.P1,0,92471264,0,4913479
P48107392.C1000@R1.S1.LT1.PON16.ONT4.C14.P1,0,0,0,0
P46542720.C1000@R1.S1.LT1.PON4.ONT12.C14.P1,0,429782525,0,19980408
P47362944.C1000@R1.S1.LT1.PON10.ONT45.C14.P1,0,18679559,0,3916943
P46809039.C3001@R1.S1.LT1.PON6.ONT16.SERV1,0,167307,0,1558135
P47237071.C3001@R1.S1.LT1.PON9.ONT50.SERV1,0,251329,0,2582314
P46978944.C1000@R1.S1.LT1.PON7.ONT54.C14.P1,0,338160140,0,13588083
P47754112.C1000@R1.S1.LT1.PON13.ONT43.C14.P1,0,5317814551,0,449725013
P47191936.C1000@R1.S1.LT1.PON9.ONT6.C14.P1,0,1060324268,0,272718519
P46929792.C3000@R1.S1.LT1.PON7.ONT6.C14.P1,0,0,0,0
P47756160.C3000@R1.S1.LT1.PON13.ONT45.C14.P1,0,63078,0,61096
P47200207.C3001@R1.S1.LT1.PON9.ONT14.SERV1,0,2273620,0,5085708
P47189967.C3001@R1.S1.LT1.PON9.ONT4.SERV1,0,0,0,0
P47712128.C3000@R1.S1.LT1.PON13.ONT2.C14.P1,0,0,0,0
P46571471.C3001@R1.S1.LT1.PON4.ONT40.SERV1,0,172623,0,1515951
P47741903.C3001@R1.S1.LT1.PON13.ONT31.SERV1,0,2245812,0,5042311
P48112591.C3001@R1.S1.LT1.PON16.ONT9.SERV1,0,0,0,0
P46952320.C1000@R1.S1.LT1.PON7.ONT28.C14.P1,0,0,0,0
P46550991.C3001@R1.S1.LT1.PON4.ONT20.SERV1,0,2097635,0,4778600
P46927744.C1000@R1.S1.LT1.PON7.ONT4.C14.P1,0,0,0,0
P46983040.C1000@R1.S1.LT1.PON7.ONT58.C14.P1,0,23265,0,13002
P46965632.C1000@R1.S1.LT1.PON7.ONT41.C14.P1,0,17757127,0,2648189
P46539727.C3001@R1.S1.LT1.PON4.ONT9.SERV1,0,0,0,0
P47097807.C3001@R1.S1.LT1.PON8.ONT42.SERV1,0,0,0,0
P47213519.C3001@R1.S1.LT1.PON9.ONT27.SERV1,0,2239628,0,5090437
P47319936.C3000@R1.S1.LT1.PON10.ONT3.C14.P1,0,63750,0,62050
P47865728.C3000@R1.S1.LT1.PON14.ONT24.C14.P1,0,62550,0,60672
P47852416.C3000@R1.S1.LT1.PON14.ONT11.C14.P1,0,0,0,0
P46667648.C3000@R1.S1.LT1.PON5.ONT6.C14.P1,0,0,0,0
P46804864.C1000@R1.S1.LT1.PON6.ONT12.C14.P1,0,0,0,0
P47089615.C3001@R1.S1.LT1.PON8.ONT34.SERV1,0,0,0,0
P46703488.C1000@R1.S1.LT1.PON5.ONT41.C14.P1,0,932246330,0,705776778
P46296960.C1000@R1.S1.LT1.PON2.ONT28.C14.P1,0,0,0,0
P47600512.C3000@R1.S1.LT1.PON12.ONT21.C14.P1,0,63750,0,64920
P47848399.C3001@R1.S1.LT1.PON14.ONT7.SERV1,0,0,0,0
P46665600.C1000@R1.S1.LT1.PON5.ONT4.C14.P1,0,0,0,0
P46795727.C3001@R1.S1.LT1.PON6.ONT3.SERV1,0,0,0,0
P46270336.C1000@R1.S1.LT1.PON2.ONT2.C14.P1,0,0,0,0
P47585152.C3000@R1.S1.LT1.PON12.ONT6.C14.P1,0,64128,0,64578
P47472591.C3001@R1.S1.LT1.PON11.ONT24.SERV1,0,2172197,0,4916298
P46943183.C3001@R1.S1.LT1.PON7.ONT19.SERV1,0,0,0,0
P47113088.C3000@R1.S1.LT1.PON8.ONT57.C14.P1,0,0,0,0
P47736704.C1000@R1.S1.LT1.PON13.ONT26.C14.P1,0,43938252,0,7799695
P46178176.C1000@R1.S1.LT1.PON1.ONT40.C14.P1,0,2646590348,0,189655207
P47725440.C3000@R1.S1.LT1.PON13.ONT15.C14.P1,0,0,0,0
P48159616.C3000@R1.S1.LT1.PON16.ONT55.C14.P1,0,0,0,0
P47993807.C3001@R1.S1.LT1.PON15.ONT21.SERV1,0,2224194,0,5024440
P48146304.C3000@R1.S1.LT1.PON16.ONT42.C14.P1,0,61800,0,60152
P46441344.C1000@R1.S1.LT1.PON3.ONT41.C14.P1,0,424203178,0,40908146
P46949327.C3001@R1.S1.LT1.PON7.ONT25.SERV1,0,0,0,0
P46285696.C3000@R1.S1.LT1.PON2.ONT17.C14.P1,0,0,0,0
P46584783.C3001@R1.S1.LT1.PON4.ONT53.SERV1,0,173444,0,1523111
P47337344.C3000@R1.S1.LT1.PON10.ONT20.C14.P1,0,0,0,0
P48030592.C3000@R1.S1.LT1.PON15.ONT57.C14.P1,0,63286,0,64874
P46960591.C3001@R1.S1.LT1.PON7.ONT36.SERV1,0,0,0,0
P46322560.C3000@R1.S1.LT1.PON2.ONT53.C14.P1,0,62996,0,63474
P47509455.C3001@R1.S1.LT1.PON11.ONT60.SERV1,0,574923,0,867667
P47738752.C3000@R1.S1.LT1.PON13.ONT28.C14.P1,0,64470,0,78906
P46936015.C3001@R1.S1.LT1.PON7.ONT12.SERV1,0,2214220,0,4890677
P47086543.C3001@R1.S1.LT1.PON8.ONT31.SERV1,0,2337373,0,5062484
P46286720.C1000@R1.S1.LT1.PON2.ONT18.C14.P1,0,2625707991,0,249239882
P47246208.C1000@R1.S1.LT1.PON9.ONT59.C14.P1,0,429113335,0,134334725
P46681039.C3001@R1.S1.LT1.PON5.ONT19.SERV1,0,2237054,0,4874906
P46805967.C3001@R1.S1.LT1.PON6.ONT13.SERV1,0,1975005,0,4760770
P47353807.C3001@R1.S1.LT1.PON10.ONT36.SERV1,0,0,0,0
P47055823.C3001@R1.S1.LT1.PON8.ONT1.SERV1,0,1883766,0,4400307
P48026496.C1000@R1.S1.LT1.PON15.ONT53.C14.P1,0,0,0,0
P46443392.C3000@R1.S1.LT1.PON3.ONT43.C14.P1,0,0,0,0
P47371215.C3001@R1.S1.LT1.PON10.ONT53.SERV1,0,2225061,0,5020874
P46275456.C3000@R1.S1.LT1.PON2.ONT7.C14.P1,0,64196,0,64432
P46425984.C3000@R1.S1.LT1.PON3.ONT26.C14.P1,0,63446,0,61452
P47197135.C3001@R1.S1.LT1.PON9.ONT11.SERV1,0,0,0,0
P47496143.C3001@R1.S1.LT1.PON11.ONT47.SERV1,0,0,0,0
P46678912.C1000@R1.S1.LT1.PON5.ONT17.C14.P1,0,5333301469,0,358459392
P46823375.C3001@R1.S1.LT1.PON6.ONT30.SERV1,0,2108754,0,4751813
P46956495.C3001@R1.S1.LT1.PON7.ONT32.SERV1,0,2005681,0,4695080
P47348608.C1000@R1.S1.LT1.PON10.ONT31.C14.P1,0,0,0,0
P47467392.C1000@R1.S1.LT1.PON11.ONT19.C14.P1,0,2871825400,0,1750858357
P48013184.C1000@R1.S1.LT1.PON15.ONT40.C14.P1,0,2879524606,0,753821903
P46970944.C10@R1.S1.LT1.PON7.ONT47.C1.P1,0,0,0,0
P46170063.C3001@R1.S1.LT1.PON1.ONT32.SERV1,0,2057735,0,4781995
P47368064.C3000@R1.S1.LT1.PON10.ONT50.C14.P1,0,63146,0,64030
P46291919.C3001@R1.S1.LT1.PON2.ONT23.SERV1,0,2287554,0,5123432
P46315392.C1000@R1.S1.LT1.PON2.ONT46.C14.P1,0,21813,0,13167
P47991680.C3000@R1.S1.LT1.PON15.ONT19.C14.P1,0,63750,0,62050
P46696320.C1000@R1.S1.LT1.PON5.ONT34.C14.P1,0,0,0,0
P47886208.C3000@R1.S1.LT1.PON14.ONT44.C14.P1,0,0,0,0
P46698368.C3000@R1.S1.LT1.PON5.ONT36.C14.P1,0,0,0,0
P46308303.C3001@R1.S1.LT1.PON2.ONT39.SERV1,0,71265,0,626490
P46561231.C3001@R1.S1.LT1.PON4.ONT30.SERV1,0,2136095,0,4832711
P47582080.C1000@R1.S1.LT1.PON12.ONT3.C14.P1,0,0,0,0
P47223759.C3001@R1.S1.LT1.PON9.ONT37.SERV1,0,2187598,0,4920720
P46685056.C3000@R1.S1.LT1.PON5.ONT23.C14.P1,0,0,0,0
P46183375.C3001@R1.S1.LT1.PON1.ONT45.SERV1,0,0,0,0
P46423936.C1000@R1.S1.LT1.PON3.ONT24.C14.P1,0,2845345763,0,707993472
P47899520.C3000@R1.S1.LT1.PON14.ONT57.C14.P1,0,0,0,0
P46924672.C1000@R1.S1.LT1.PON7.ONT1.C14.P1,0,0,0,0
P47615951.C3001@R1.S1.LT1.PON12.ONT36.SERV1,0,2064460,0,4823544
P46579584.C1000@R1.S1.LT1.PON4.ONT48.C14.P1,0,21152,0,12768
P46956608.C20@R1.S1.LT1.PON7.ONT33.C1.P1,0,0,0,0
P46711759.C3001@R1.S1.LT1.PON5.ONT49.SERV1,0,2097467,0,4804060
P46984143.C3001@R1.S1.LT1.PON7.ONT59.SERV1,0,163430,0,1591600
P46431104.C1000@R1.S1.LT1.PON3.ONT31.C14.P1,0,1665908909,0,52545885
P48033664.C3000@R1.S1.LT1.PON15.ONT60.C14.P1,0,63692,0,79246
P46410624.C1000@R1.S1.LT1.PON3.ONT11.C14.P1,0,13395,0,7486
P46970944.C20@R1.S1.LT1.PON7.ONT47.C1.P1,0,0,0,0
P46937984.C1000@R1.S1.LT1.PON7.ONT14.C14.P1,0,486697501,0,13881341
P46810063.C3001@R1.S1.LT1.PON6.ONT17.SERV1,0,2213739,0,5035834
P47510400.C3000@R1.S1.LT1.PON11.ONT61.C14.P1,0,63406,0,79412
P47759232.C3000@R1.S1.LT1.PON13.ONT48.C14.P1,0,63528,0,63994
P46566272.C1000@R1.S1.LT1.PON4.ONT35.C14.P1,0,2483867620,0,370954673
P46706560.C1000@R1.S1.LT1.PON5.ONT44.C14.P1,0,53338777,0,3310003
P46802816.C1000@R1.S1.LT1.PON6.ONT10.C14.P1,0,4757569300,0,1647821805
P47108992.C3000@R1.S1.LT1.PON8.ONT53.C14.P1,0,63746,0,61534
P46662528.C1000@R1.S1.LT1.PON5.ONT1.C14.P1,0,0,0,0
P46683008.C1000@R1.S1.LT1.PON5.ONT21.C14.P1,0,0,0,0
P46833536.C1000@R1.S1.LT1.PON6.ONT40.C14.P1,0,3117837336,0,194010595
P47244239.C3001@R1.S1.LT1.PON9.ONT57.SERV1,0,278844,0,2579809
P47762304.C3000@R1.S1.LT1.PON13.ONT51.C14.P1,0,63674,0,76174
P46574543.C3001@R1.S1.LT1.PON4.ONT43.SERV1,0,2121165,0,4789735
P46820224.C1000@R1.S1.LT1.PON6.ONT27.C14.P1,0,2031604541,0,69629178
P47718272.C3000@R1.S1.LT1.PON13.ONT8.C14.P1,0,64438,0,76872
P47595392.C1000@R1.S1.LT1.PON12.ONT16.C14.P1,0,0,0,0
P47101903.C3001@R1.S1.LT1.PON8.ONT46.SERV1,0,2124285,0,4771275
P46976975.C3001@R1.S1.LT1.PON7.ONT52.SERV1,0,2063328,0,4728340
P47588224.C3000@R1.S1.LT1.PON12.ONT9.C14.P1,0,0,0,0
P46677888.C3000@R1.S1.LT1.PON5.ONT16.C14.P1,0,0,0,0
P47347584.C3000@R1.S1.LT1.PON10.ONT30.C14.P1,0,63296,0,61306
P46273408.C1000@R1.S1.LT1.PON2.ONT5.C14.P1,0,0,0,0
P46958464.C1000@R1.S1.LT1.PON7.ONT34.C14.P1,0,1081364697,0,1344776615
P46412672.C3000@R1.S1.LT1.PON3.ONT13.C14.P1,0,0,0,0
P46540751.C3001@R1.S1.LT1.PON4.ONT10.SERV1,0,0,0,0
P46548864.C1000@R1.S1.LT1.PON4.ONT18.C14.P1,0,252006,0,128509
P47620047.C3001@R1.S1.LT1.PON12.ONT40.SERV1,0,176987,0,1500885
P46675840.C1000@R1.S1.LT1.PON5.ONT14.C14.P1,0,8950172601,0,133453528
P47379328.C1000@R1.S1.LT1.PON10.ONT61.C14.P1,0,0,0,0
P46956608.C10@R1.S1.LT1.PON7.ONT33.C1.P1,0,0,0,0
P47475663.C3001@R1.S1.LT1.PON11.ONT27.SERV1,0,2247037,0,5020220
P46185344.C1000@R1.S1.LT1.PON1.ONT47.C14.P1,0,3272079125,0,143800299
P46945152.C1000@R1.S1.LT1.PON7.ONT21.C14.P1,0,1118824335,0,63049601
P47602639.C3001@R1.S1.LT1.PON12.ONT23.SERV1,0,2072977,0,4817068
P47218560.C1000@R1.S1.LT1.PON9.ONT32.C14.P1,0,148014035,0,186228664
P46535552.C1000@R1.S1.LT1.PON4.ONT5.C14.P1,0,0,0,0
P46664576.C3000@R1.S1.LT1.PON5.ONT3.C14.P1,0,0,0,0
P47366016.C1000@R1.S1.LT1.PON10.ONT48.C14.P1,0,21813,0,13167
P48020352.C3000@R1.S1.LT1.PON15.ONT47.C14.P1,0,63150,0,64336
P46963663.C3001@R1.S1.LT1.PON7.ONT39.SERV1,0,0,0,0
P47073231.C3001@R1.S1.LT1.PON8.ONT18.SERV1,0,0,0,0
P47462351.C3001@R1.S1.LT1.PON11.ONT14.SERV1,0,0,0,0
P46444416.C1000@R1.S1.LT1.PON3.ONT44.C14.P1,0,0,0,0
P47868800.C3000@R1.S1.LT1.PON14.ONT27.C14.P1,0,0,0,0
P47099855.C3001@R1.S1.LT1.PON8.ONT44.SERV1,0,0,0,0
P46169039.C3001@R1.S1.LT1.PON1.ONT31.SERV1,0,2112543,0,4766989
P46288768.C3000@R1.S1.LT1.PON2.ONT20.C14.P1,0,63784,0,79210
P47506383.C3001@R1.S1.LT1.PON11.ONT57.SERV1,0,2101739,0,4768438
P47207296.C3000@R1.S1.LT1.PON9.ONT21.C14.P1,0,0,0,0
P48160640.C3000@R1.S1.LT1.PON16.ONT56.C14.P1,0,10796,0,10206
P47334272.C3000@R1.S1.LT1.PON10.ONT17.C14.P1,0,64452,0,72292
P46172032.C1000@R1.S1.LT1.PON1.ONT34.C14.P1,0,11430326213,0,178490984
P47233999.C3001@R1.S1.LT1.PON9.ONT47.SERV1,0,0,0,0
P46826447.C3001@R1.S1.LT1.PON6.ONT33.SERV1,0,0,0,0
P47077248.C3000@R1.S1.LT1.PON8.ONT22.C14.P1,0,64276,0,62118
P47606656.C3000@R1.S1.LT1.PON12.ONT27.C14.P1,0,0,0,0
P47452032.C1000@R1.S1.LT1.PON11.ONT4.C14.P1,0,289607,0,142864
P47500239.C3001@R1.S1.LT1.PON11.ONT51.SERV1,0,0,0,0
P46278528.C3000@R1.S1.LT1.PON2.ONT10.C14.P1,0,0,0,0
P46444608.C3000@R1.S1.LT1.PON3.ONT45.C1.P1,0,0,0,0
P46813135.C3001@R1.S1.LT1.PON6.ONT20.SERV1,0,1918505,0,4500788
P47872896.C3000@R1.S1.LT1.PON14.ONT31.C14.P1,0,0,0,0
P46801792.C1000@R1.S1.LT1.PON6.ONT9.C14.P1,0,6387821722,0,170846556
P47381455.C3001@R1.S1.LT1.PON10.ONT63.SERV1,0,2146465,0,4934995
P47449039.C3001@R1.S1.LT1.PON11.ONT1.SERV1,0,2270628,0,4967662
P47350735.C3001@R1.S1.LT1.PON10.ONT33.SERV1,0,2281767,0,5182894
P47493071.C3001@R1.S1.LT1.PON11.ONT44.SERV1,0,2397240,0,5196805
P47842176.C1000@R1.S1.LT1.PON14.ONT1.C14.P1,0,0,0,0
P47879040.C3000@R1.S1.LT1.PON14.ONT37.C14.P1,0,64388,0,94240
P47075200.C1000@R1.S1.LT1.PON8.ONT20.C14.P1,0,119493015,0,6173941
P47755215.C3001@R1.S1.LT1.PON13.ONT44.SERV1,0,168816,0,1541856
P46304128.C1000@R1.S1.LT1.PON2.ONT35.C14.P1,0,5953678051,0,243794172
P46442447.C3001@R1.S1.LT1.PON3.ONT42.SERV1,0,0,0,0
P47488975.C3001@R1.S1.LT1.PON11.ONT40.SERV1,0,0,0,0
P46951296.C3000@R1.S1.LT1.PON7.ONT27.C14.P1,0,64182,0,64624
P46701519.C3001@R1.S1.LT1.PON5.ONT39.SERV1,0,0,0,0
P46567375.C3001@R1.S1.LT1.PON4.ONT36.SERV1,0,2070242,0,4732940
P47604608.C1000@R1.S1.LT1.PON12.ONT25.C14.P1,0,6559812468,0,414272810
P47737807.C3001@R1.S1.LT1.PON13.ONT27.SERV1,0,0,0,0
P46455759.C3001@R1.S1.LT1.PON3.ONT55.SERV1,0,168254,0,1543095
P47617920.C1000@R1.S1.LT1.PON12.ONT38.C14.P1,0,0,0,0
P46148480.C3000@R1.S1.LT1.PON1.ONT11.C14.P1,0,0,0,0
P47619968.C3000@R1.S1.LT1.PON12.ONT40.C14.P1,0,64000,0,79594
P48006095.C3001@R1.S1.LT1.PON15.ONT33.SERV1,0,2330621,0,5117623
P46179200.C1000@R1.S1.LT1.PON1.ONT41.C14.P1,0,8822511,0,67670242
P46411727.C3001@R1.S1.LT1.PON3.ONT12.SERV1,0,1998936,0,4576252
P46554063.C3001@R1.S1.LT1.PON4.ONT23.SERV1,0,0,0,0
P46666703.C3001@R1.S1.LT1.PON5.ONT5.SERV1,0,2052345,0,4649668
P47508352.C1000@R1.S1.LT1.PON11.ONT59.C14.P1,0,2425717145,0,130944788
P46694351.C3001@R1.S1.LT1.PON5.ONT32.SERV1,0,171309,0,1521594
P46452687.C3001@R1.S1.LT1.PON3.ONT52.SERV1,0,176842,0,1456583
P48002944.C3000@R1.S1.LT1.PON15.ONT30.C14.P1,0,63750,0,62050
P46931840.C1000@R1.S1.LT1.PON7.ONT8.C14.P1,0,0,0,0
P46933888.C3000@R1.S1.LT1.PON7.ONT10.C14.P1,0,0,0,0
P46156864.C126@R1.S1.LT1.PON1.ONT20.C1.P1,0,367709,0,625573
P46797696.C1000@R1.S1.LT1.PON6.ONT5.C14.P1,0,6507498716,0,403722205
P47730560.C1000@R1.S1.LT1.PON13.ONT20.C14.P1,0,0,0,0
P46569344.C1000@R1.S1.LT1.PON4.ONT38.C14.P1,0,1379469468,0,963996642
P46709632.C1000@R1.S1.LT1.PON5.ONT47.C14.P1,0,0,0,0
P47513551.C3001@R1.S1.LT1.PON11.ONT64.SERV1,0,168403,0,1568302
P48146383.C3001@R1.S1.LT1.PON16.ONT42.SERV1,0,2277352,0,5037555
P46550912.C3000@R1.S1.LT1.PON4.ONT20.C14.P1,0,64346,0,62118
P46154703.C3001@R1.S1.LT1.PON1.ONT17.SERV1,0,2050878,0,4680520
P48111488.C1000@R1.S1.LT1.PON16.ONT8.C14.P1,0,0,0,0
P48133071.C3001@R1.S1.LT1.PON16.ONT29.SERV1,0,0,0,0
P47241167.C3001@R1.S1.LT1.PON9.ONT54.SERV1,0,2245654,0,5163579
P47765455.C3001@R1.S1.LT1.PON13.ONT54.SERV1,0,2155393,0,4907927
P46439296.C3000@R1.S1.LT1.PON3.ONT39.C14.P1,0,0,0,0
P48118735.C3001@R1.S1.LT1.PON16.ONT15.SERV1,0,2022800,0,4614535
P47855488.C1000@R1.S1.LT1.PON14.ONT14.C14.P1,0,0,0,0
P47088512.C1000@R1.S1.LT1.PON8.ONT33.C14.P1,0,2356599938,0,1203147970
P47478735.C3001@R1.S1.LT1.PON11.ONT30.SERV1,0,273546,0,333714
P48010112.C3000@R1.S1.LT1.PON15.ONT37.C14.P1,0,0,0,0
P46556032.C1000@R1.S1.LT1.PON4.ONT25.C14.P1,0,259120322,0,44284173
P48008064.C1000@R1.S1.LT1.PON15.ONT35.C14.P1,0,0,0,0
P47848320.C3000@R1.S1.LT1.PON14.ONT7.C14.P1,0,0,0,0
P48105423.C3001@R1.S1.LT1.PON16.ONT2.SERV1,0,0,0,0
P46584704.C3000@R1.S1.LT1.PON4.ONT53.C14.P1,0,63620,0,76018
P46546895.C3001@R1.S1.LT1.PON4.ONT16.SERV1,0,2247492,0,4919613
P47471488.C1000@R1.S1.LT1.PON11.ONT23.C14.P1,0,0,0,0
P48036736.C3000@R1.S1.LT1.PON15.ONT63.C14.P1,0,63000,0,61320
P47209423.C3001@R1.S1.LT1.PON9.ONT23.SERV1,0,2348961,0,5196858
P47056768.C3000@R1.S1.LT1.PON8.ONT2.C14.P1,0,0,0,0
P47215488.C1000@R1.S1.LT1.PON9.ONT29.C14.P1,0,524526629,0,609311727
P48159695.C3001@R1.S1.LT1.PON16.ONT55.SERV1,0,0,0,0
P46966735.C3001@R1.S1.LT1.PON7.ONT42.SERV1,0,0,0,0
P47465423.C3001@R1.S1.LT1.PON11.ONT17.SERV1,0,0,0,0
P48150400.C3000@R1.S1.LT1.PON16.ONT46.C14.P1,0,0,0,0
P48023424.C3000@R1.S1.LT1.PON15.ONT50.C14.P1,0,41386,0,40068
P47743872.C1000@R1.S1.LT1.PON13.ONT33.C14.P1,0,1135675424,0,881753195
P47989711.C3001@R1.S1.LT1.PON15.ONT17.SERV1,0,1989243,0,4211150
P46533583.C3001@R1.S1.LT1.PON4.ONT3.SERV1,0,1883680,0,4025184
P46538624.C1000@R1.S1.LT1.PON4.ONT8.C14.P1,0,3315755954,0,775538857
P47093711.C3001@R1.S1.LT1.PON8.ONT38.SERV1,0,0,0,0
P47202176.C1000@R1.S1.LT1.PON9.ONT16.C14.P1,0,0,0,0
P46302159.C3001@R1.S1.LT1.PON2.ONT33.SERV1,0,169317,0,1570829
P46953423.C3001@R1.S1.LT1.PON7.ONT29.SERV1,0,0,0,0
P47349711.C3001@R1.S1.LT1.PON10.ONT32.SERV1,0,2390953,0,5351768
P47324032.C3000@R1.S1.LT1.PON10.ONT7.C14.P1,0,63818,0,64984
P46829519.C3001@R1.S1.LT1.PON6.ONT36.SERV1,0,171777,0,1528731
P47616896.C3000@R1.S1.LT1.PON12.ONT37.C14.P1,0,0,0,0
P46822272.C1000@R1.S1.LT1.PON6.ONT29.C14.P1,0,1965724925,0,281347551
P47240064.C1000@R1.S1.LT1.PON9.ONT53.C14.P1,0,11481669653,0,2053199687
P46533504.C3000@R1.S1.LT1.PON4.ONT3.C14.P1,0,54354,0,55148
P46165967.C3001@R1.S1.LT1.PON1.ONT28.SERV1,0,0,0,0
P47072128.C1000@R1.S1.LT1.PON8.ONT17.C14.P1,0,2863250507,0,300408387
P46408576.C3000@R1.S1.LT1.PON3.ONT9.C14.P1,0,0,0,0
P47074176.C3000@R1.S1.LT1.PON8.ONT19.C14.P1,0,0,0,0
P47987584.C3000@R1.S1.LT1.PON15.ONT15.C14.P1,0,63892,0,64574
P46940111.C3001@R1.S1.LT1.PON7.ONT16.SERV1,0,2142316,0,4903945
P46290816.C1000@R1.S1.LT1.PON2.ONT22.C14.P1,0,838237909,0,123073516
P46179279.C3001@R1.S1.LT1.PON1.ONT41.SERV1,0,164346,0,1630889
P46432207.C3001@R1.S1.LT1.PON3.ONT32.SERV1,0,570474,0,863997
P46816207.C3001@R1.S1.LT1.PON6.ONT23.SERV1,0,2185957,0,4992508
P47090639.C3001@R1.S1.LT1.PON8.ONT35.SERV1,0,0,0,0
P47603584.C3000@R1.S1.LT1.PON12.ONT24.C14.P1,0,63000,0,64190
P47893376.C3000@R1.S1.LT1.PON14.ONT51.C14.P1,0,63596,0,64468
P46689152.C3000@R1.S1.LT1.PON5.ONT27.C14.P1,0,62952,0,78808
P47996879.C3001@R1.S1.LT1.PON15.ONT24.SERV1,0,0,0,0
P46546816.C3000@R1.S1.LT1.PON4.ONT16.C14.P1,0,63978,0,64432
P47450063.C3001@R1.S1.LT1.PON11.ONT2.SERV1,0,2250335,0,5043344
P47880064.C3000@R1.S1.LT1.PON14.ONT38.C14.P1,0,63460,0,76812
P47974272.C3000@R1.S1.LT1.PON15.ONT2.C14.P1,0,0,0,0
P46299008.C3000@R1.S1.LT1.PON2.ONT30.C14.P1,0,63378,0,64258
P47592320.C3000@R1.S1.LT1.PON12.ONT13.C14.P1,0,0,0,0
P47875968.C3000@R1.S1.LT1.PON14.ONT34.C14.P1,0,63136,0,64108
P47186895.C3001@R1.S1.LT1.PON9.ONT1.SERV1,0,2185439,0,4903730
P47222656.C1000@R1.S1.LT1.PON9.ONT36.C14.P1,0,0,0,0
P47845248.C1000@R1.S1.LT1.PON14.ONT4.C14.P1,0,3823515793,0,300739803
P47614848.C1000@R1.S1.LT1.PON12.ONT35.C14.P1,0,227591733,0,99193660
P46149504.C1000@R1.S1.LT1.PON1.ONT12.C14.P1,0,646108676,0,92429211
P46557135.C3001@R1.S1.LT1.PON4.ONT26.SERV1,0,0,0,0
P47458176.C1000@R1.S1.LT1.PON11.ONT10.C14.P1,0,661137782,0,1667490571
P47601536.C1000@R1.S1.LT1.PON12.ONT22.C14.P1,0,0,0,0
P48009167.C3001@R1.S1.LT1.PON15.ONT36.SERV1,0,2083145,0,4732595
P47753088.C3000@R1.S1.LT1.PON13.ONT42.C14.P1,0,64588,0,93388
P46676943.C3001@R1.S1.LT1.PON5.ONT15.SERV1,0,0,0,0
P48128975.C3001@R1.S1.LT1.PON16.ONT25.SERV1,0,0,0,0
P46697423.C3001@R1.S1.LT1.PON5.ONT35.SERV1,0,0,0,0
P47220687.C3001@R1.S1.LT1.PON9.ONT34.SERV1,0,0,0,0
P48149455.C3001@R1.S1.LT1.PON16.ONT45.SERV1,0,0,0,0
P47722368.C3000@R1.S1.LT1.PON13.ONT12.C14.P1,0,64912,0,87954
P47505280.C1000@R1.S1.LT1.PON11.ONT56.C14.P1,0,0,0,0
P46975872.C1000@R1.S1.LT1.PON7.ONT51.C14.P1,0,7326369144,0,1445782650
